#! Nr[i, 0]/ p_miss_av[f, 1]/ rho[f, 2]/ delta_rho[f, 3]/ 
0 0.153 4.976 1.143 
1 0.303 1.385 0.1009 
2 0.489 0.3032 0.01789 
3 0.686 0.07752 0.006649 
4 0.884 0.02313 0.003958 
5 1.085 0.01171 0.003927 
6 1.281 0.00658 0.004667 
7 2.536 0.0001904 0.000191 
8 2.739 0.0001172 8.326e-05 
8 2.739 0.0001172 8.326e-05 
9 3.53 6.112e-05 6.116e-05 
